lng,lat
-78.6419872,42.7791875
-72.882998,40.961733
-73.8287919,40.7087709
-73.8936841,42.9242835
-73.9859359,40.7397019
-77.5255085,43.2110166
-73.3417233,40.7460469
-78.7492,42.9685
-73.9907414,40.7514786
-73.6445061,40.7854305
-73.9524834,40.7845937
-73.79347,40.73482
-73.8073643,42.8691985
-75.41455,44.632299
-78.4354265,42.0776645
-73.9868692,40.7458789
-78.1686182,42.9958276
-73.9392717,40.7066831
-74.1287419,40.6377981
-74.0117256,40.7042695
-74.0623983,41.1243728
-78.8055293,43.0278836
-73.58482,41.550371
-73.9746433,40.6780629
-74.3070191,41.2455973
-91.09597,39.63616
-73.723,40.7347
-77.608,43.1577
-73.7890565,42.6382567
-73.8451799,40.6787348
-73.7425344,40.6918285
-79.235201,42.094341
-74.0779524,40.6405975
-73.9092919,40.6596985
-73.9724122,40.7617911
-73.9967,40.7484
-76.1518487,43.0517655
-73.7691924,42.6694346
-78.5009234,43.0210234
-73.727,40.7867
-73.9454527,40.8388076
-73.4331121,43.9540355
-73.6707986,41.2745404
-74.6239809,42.4103141
-73.8753005,40.8401317
-73.9957697,40.7471941
-77.0475,42.1383
-73.8548819,42.7365116
-91.09597,39.63616
-73.930913,40.669855
-73.851348,40.8397165
-73.2849184,40.6964987
-76.0430762,42.1061302
-77.66101,42.3285435
-73.9894421,40.7026168
-73.8077029,40.6998313
-73.9345,40.7446
-78.8742399,42.8975165
-73.9818278,40.7503464
-72.5175893,40.8689892
-77.6686553,43.1499743
-76.1639195,43.0506046
-74.001894,41.1413944
-73.3634,40.8143
-76.1610853,43.0751915
-78.8665655,42.9002586
-73.7299,41.205
-76.1596147,43.0479979
-76.5104507,42.4407529
-73.6951584,40.756579
-73.7559,40.6645
-73.3292425,40.7623701
-78.7130183,43.0161893
-74.0351076,41.5325101
-73.8947131,40.8518015
-73.9908873,40.6926237
-76.1411068,42.9921885
-78.7461129,42.8456743
-73.2503,40.7809
-73.985917,40.7660568
-73.9892796,40.7432333
-74.1808793,41.2975998
-77.5070922,43.0788104
-73.9781,40.7443
-73.95027,40.63439
-73.7462759,42.7266266
-73.796517,41.1097718
-72.6096451,40.823177
-73.7877,40.6969
-73.8347585,40.7535647
-75.0257,41.7754
-73.664679,40.6393709
-73.6823355,42.754308
-73.9876442,40.7445864
-74.057859,41.9267455
-78.8752971,42.8930244
-73.9570704,40.6803281
-73.502068,40.8262101
-73.7489,40.7277
-73.8074267,40.9263779
-77.7105439,43.1690087
-73.2623361,40.7101168
-91.09597,39.63616
-73.8898143,42.0133158
-73.9808423,40.7412626
-74.3579834,41.3163456
-73.7476922,40.6784766
-73.7354,42.6847
-73.3742253,40.7363936
-73.9895511,40.6916119
-73.3464191,40.8945204
-73.9937478,42.0614798
-73.9349295,40.8449382
-74.9881859,44.668111
-73.986806,40.702304
-73.8665,41.0118
-77.6176764,43.1614125
-73.8814246,41.3040943
-73.8648505,40.8715505
-74.0148524,41.0903087
-74.0133,40.6412
-73.8606553,40.7199185
-73.9221,40.8662
-73.92071,40.7573153
-73.9937478,42.0614798
-76.14742,43.04812
-77.621342,42.591348
-73.3240365,40.7952852
-73.7617,40.6958
-75.9102332,42.0998416
-73.5007855,40.7780364
-73.701112,40.678166
-73.5854688,40.6930199
-73.9936559,40.7487883
-77.615214,43.157285
-77.5234915,43.0790797
-73.7968,40.7606
-73.5374547,40.7667596
-73.9355288,40.7094536
-74.0169905,40.7105392
-73.9030067,40.6690634
-73.5812952,43.2642525
-73.6357395,43.4752682
-73.9901883,40.6788461
-78.8412571,43.0153897
-73.9716528,40.6735814
-73.4674139,40.790958
-74.0104179,41.5034271
-74.0060152,40.7127281
-73.5723,40.7557
-73.7302786,43.0595408
-76.7983328,42.908642
-73.0812151,40.8072438
-73.7966,40.6763
-73.7242638,42.7448
-74.0116514,40.7062753
-73.7100487,43.439646
-73.9238556,40.6872754
-77.7427932,43.1065797
-73.8742258,40.6755164
-73.6708954,40.5928867
-78.7925079,43.0305063
-74.0175441,40.6441955
-77.5468766,43.1581602
-78.7763816,42.8979169
-73.0356625,40.8664874
-73.5992,41.4097
-73.7809633,40.9079015
-73.95027,40.63439
-73.8131574,41.051923
-76.1986662,43.0513322
-73.6998282,42.7731436
-73.8496899,40.9065662
-78.7492,42.9685
-73.992602,40.742185
-78.8562629,42.875506
-73.9344206,40.69666
-73.9848537,40.7504724
-73.459393,44.702996
-75.6120202,44.1976765
-74.0054671,40.707603
-74.0111939,40.7040489
-73.506608,40.838669
-78.8634842,42.9803674
-73.9637635,40.6768745
-73.8674955,40.7656916
-73.7511645,42.6510978
-74.0126752,40.7063443
-73.9862797,40.7505863
-75.2697731,43.7090949
-73.1277,40.9068
-73.7588,40.7428
-74.0159,41.0629
-73.152335,40.843576
-73.7085883,40.7276982
-78.725362,42.9561961
-74.0088886,40.7056958
-77.932955,42.8945735
-77.6905727,43.1734905
-73.7812239,42.6351861
-73.3431779,40.6959753
-73.8072094,41.8856821
-73.3292858,40.7617653
-78.7481,42.9255
-75.6693218,43.1541631
-73.9211,40.6784
-73.955,40.8116
-78.8276824,42.939522
-73.9968809,40.7156459
-73.7880445,43.0832716
-74.9211287,42.2701865
-77.4684212,42.936563
-73.7968,40.7606
-73.95027,40.63439
-78.7966429,42.8840442
-78.7311717,42.9567135
-73.9714246,40.7580277
-73.4853497,40.8353705
-73.0912804,40.7585781
-73.6788272,41.4266361
-75.8553038,42.9370627
-75.225747,43.0895427
-75.9909738,43.0245707
-73.3634,40.8143
-73.9632097,40.6763616
-73.58178,43.10008
-73.8212439,41.7445382
-75.8932286,42.1049295
-73.9003262,41.6927767
-76.5066482,42.940259
-73.3597843,40.7154229
-73.8319368,40.8475241
-73.7353,40.6621
-76.1361196,43.1700512
-73.75623,42.65258
-73.1921439,40.8316873
-73.917916,41.0905354
-78.8233382,42.9350124
-73.9842264,40.7505751
-73.9842797,40.7525304
-73.7843711,43.0835509
-74.131279,44.329497
-76.1474244,43.0481221
-73.9395407,42.8153113
-73.9707,40.7517
-73.9807387,40.7582536
-76.3237,43.162
-78.639,43.0362
-73.9283297,40.7472493
-73.6283012,40.7168135
-73.973776,40.7506675
-73.1344452,40.902337
-73.8261116,40.9179286
-73.776364,42.6754893
-73.7784854,42.6581914
-73.8476064,40.8655473
-73.8752778,40.6679942
-77.4705,43.0109
-74.0061566,40.7065274
-73.8449886,40.8461873
-73.9793366,40.7517813
-73.5259239,40.7698278
-77.4998,42.5003
-73.9893404,41.9343382
-75.9045616,42.1089869
-76.1187968,43.0395226
-74.0053094,40.7088076
-78.8546016,43.0451795
-73.3257,40.7591
-73.8148942,42.6925349
-74.0018,40.6521
-73.9827,40.7764
-73.0995539,40.8584316
-78.7377258,42.9637836
-73.7276783,41.281455
-78.7831441,42.9581513
-73.5665653,40.7010559
-73.9468175,40.8047897
-78.8704652,42.9185601
-74.5127,41.8807
-73.6548408,43.5572898
-73.8826009,42.8155156
-72.3895296,40.884267
-73.9216,40.7436
-77.6044139,43.1558734
-73.9932442,40.6882233
-78.5923022,42.9650094
-73.9654645,40.8089816
-73.2139622,40.7335287
-73.3536779,40.7126585
-78.870914,42.961748
-74.0067083,40.7145777
-73.9597209,40.6174273
-77.615214,43.157285
-73.883,40.7513
-73.992602,40.742185
-73.9821047,40.6796909
-73.9353238,40.8518943
-76.7509,42.1473
-73.7517176,42.6731793
-73.8610645,40.8652998
-73.9344948,41.2768766
-78.8651153,42.8805709
-74.0036396,40.7342338
-77.560246,43.1836298
-73.448887,40.8598974
-75.5297415,42.2205894
-76.1786337,42.6359561
-76.0493684,42.098408
-77.8820283,43.1042137
-73.7621445,42.6531371
-73.9789482,40.7579519
-74.0488206,41.0784546
-75.5235149,42.5311809
-73.7647624,41.0348698
-73.992602,40.742185
-73.9834164,40.7522975
-73.95027,40.63439
-73.6798,41.0222
-73.9448,42.6431
-72.5141582,41.0036628
-73.9897824,40.744825
-73.6578582,40.6330344
-73.9827251,40.7506056
-74.0117256,40.7042695
-73.8128141,41.1752667
-73.7758,40.6775
-73.898953,41.9240812
-77.5823785,43.1640149
-73.9921939,40.7544981
-73.7683239,41.0325629
-73.8535784,41.0778914
-73.6485417,40.660048
-73.8251664,41.159557
-76.0573574,43.0800298
-73.9591817,42.0476482
-73.7353,40.6621
-79.035878,43.172555
-75.058555,41.6055933
-73.9560391,40.8033305
-73.1926099,40.8372742
-73.957683,40.676962
-73.7061578,40.6901783
-73.858501,40.688375
-91.09597,39.63616
-73.9907567,40.6932546
-73.8004225,40.7037727
-73.5861716,42.6184737
-78.8646542,42.9376516
-74.0117256,40.7042695
-73.8465114,43.1284071
-79.1635861,42.048925
-73.95656,40.610711
-73.9708572,40.6321498
-73.748469,42.7788731
-73.840097,41.0286301
-74.8847767,44.9190877
-73.9069,40.745
-74.1656261,40.6294731
-73.993369,40.746638
-77.4755696,43.1128463
-74.0346433,41.7580323
-78.819665,43.0347789
-73.7711777,42.7410151
-73.6593244,42.7545962
-77.2805842,42.8906885
-73.7357311,42.6749698
-77.6845,43.1685
-73.9928959,40.7177502
-77.7311,43.1216
-77.6176764,43.1614125
-74.0140526,40.7053111
-73.9017762,40.7088888
-76.5789684,42.924919
-78.6344153,42.9824587
-73.979271,40.752653
-76.2235,43.1528
-73.99431,41.20176
-73.3963,40.6778
-73.2277173,40.8037908
-91.09597,39.63616
-73.7329233,40.9506966
-73.8318418,40.9604572
-73.9869019,40.7533736
-73.7124497,42.7106069
-73.8681782,42.9117428
-73.8366875,41.2053778
-73.6989463,40.7975553
-78.8785,43.1419
-78.3114,42.05451
-76.0993437,43.0984555
-73.990899,40.7545196
-73.8280937,40.7629393
-73.8319841,40.7552964
-73.8180839,40.8951295
-73.909962,41.3259283
-73.9515081,40.808384
-73.838,40.9079
-76.1500567,43.0541739
-73.6514,40.7703
-73.9847364,40.7516543
-71.9442623,41.0347223
-73.9345,40.7446
-73.58289,42.47064
-73.4066028,40.7534411
-73.9917141,40.7702543
-73.8648205,40.7536715
-76.2622669,42.1034528
-73.4960858,40.7445842
-74.0927,40.6316
-73.975,40.7549
-73.8096,40.7851
-73.8473718,40.6719687
-74.1539599,40.5903558
-73.9831578,40.7452451
-73.9361864,40.8568981
-73.8371768,40.9123855
-75.8932555,42.1055674
-76.2235,43.1528
-75.2461838,43.0964131
-73.9562993,40.8168406
-73.756688,42.846916
-73.4300297,40.8710839
-73.7752667,42.7229251
-73.3745,40.6884
-74.0526,41.5372
-76.1588521,43.0367289
-73.771482,40.7645512
-78.9062941,43.0230732
-73.7386149,42.7444203
-76.1474244,43.0481221
-73.9372864,42.8121643
-73.9533241,40.7671205
-73.9753988,40.7849791
-74.0089818,40.7078494
-73.8676149,40.7591781
-75.9107565,43.9747838
-73.6032575,40.6402062
-73.4245942,40.6975276
-76.1365096,43.0536022
-72.4803,41.0139
-73.832505,40.945073
-78.8567107,42.8773655
-73.4304381,40.7369413
-73.9798362,40.78269
-73.9062108,40.7175385
-73.8472514,40.784071
-73.7812639,42.2493311
-78.8128533,42.9994272
-73.5109284,40.6703234
-73.363516,40.7642471
-73.351618,40.8258439
-73.6984063,42.7740797
-73.845,40.7855
-73.8475261,42.7372721
-73.9809312,40.7748111
-73.9475133,40.6059716
-75.239517,43.1014731
-73.7659544,42.6617933
-73.5608516,40.7791961
-73.941678,40.6263861
-78.7492,42.9685
-73.8321223,40.6996924
-73.8673451,40.8967787
-73.9601345,40.6173187
-73.7850964,40.900883
-77.6692902,43.2215849
-73.1958,40.8231
-73.9168203,41.2920571
-75.284959,43.089761
-74.1595112,41.3941699
-73.7659649,42.6545244
-73.838069,40.966816
-73.9972656,40.7422292
-75.28767,43.0734
-73.9013186,42.6884702
-73.906119,40.9068684
-73.8196,40.8261
-78.8057389,42.8976575
-76.4874787,42.4857313
-78.857438,42.9814357
-73.8448,40.6769
-73.7537434,40.6061974
-73.922901,40.8682802
-78.8783922,42.8867166
-78.9062941,43.0230732
-73.415633,40.7879418
-77.515298,43.090959
-73.7617236,40.5996428
-74.0163,40.7105
-73.7147251,41.1891091
-72.652,40.9262
-73.9784421,40.7619579
-73.8473,40.7229
-73.8495,40.8702
-74.6408,40.3666
-78.8078,42.8146
-76.0756755,43.0242777
-73.9550355,40.8077482
-73.7852088,40.9430274
-78.8683518,42.9166834
-73.9447,40.7918
-73.9375672,40.6494521
-79.0258727,43.1153525
-73.7677,40.7142
-73.8339173,40.7588878
-73.83097,40.71427
-73.8452285,40.8715186
-75.880855,43.970878
-73.7353,40.6621
-73.7327902,42.6499787
-76.484,42.4028
-74.0576423,41.4542605
-74.0111,40.7089
-78.731204,42.965052
-73.6938135,40.7549606
-76.5117215,42.4244943
-73.8339535,40.7646613
-73.991443,40.7552744
-73.9024789,40.6732897
-73.7712013,42.7599429
-75.2926873,43.112457
-77.7950051,42.2423851
-77.7511788,43.112456
-74.0559915,41.7437816
-75.2303402,43.1061088
-73.9697542,40.7610242
-78.8547,43.0028
-74.0149387,40.7083353
-73.6124106,40.6507766
-73.7513824,40.6945535
-73.4544995,42.7049648
-73.8331797,40.8461107
-73.7853915,43.0821793
-73.9495149,40.8231586
-73.9282252,40.8648295
-77.4522935,42.991383
-73.1995206,40.8257678
-78.9074507,42.9522389
-76.1549989,43.0486083
-73.9967,40.7484
-76.1864351,43.0533906
-76.484,42.4028
-78.8002686,43.0028613
-72.942858,40.8141232
-76.1474244,43.0481221
-73.483299,40.733782
-74.0171469,40.6439558
-73.8084148,41.0300414
-76.0626386,42.0991952
-78.5056258,42.8274004
-73.7697311,42.6966378
-76.4221645,42.946015
-73.403,40.7946
-73.965238,40.6520164
-73.7612902,40.7240719
-73.1827421,40.8068523
-73.6484247,40.6863553
-73.8668217,40.872527
-78.609654,42.767855
-73.9902056,40.7158713
-73.8495638,40.905014
-73.9910255,40.7471682
-73.3721378,40.6674228
-73.9969625,40.7249922
-73.8538621,42.7347301
-75.2238889,43.1025928
-73.9127609,40.8030231
-73.9841227,40.7024221
-74.938538,44.529099
-73.8668914,40.8457971
-73.9301365,41.8498151
-73.909254,40.8951675
-74.3855795,41.4562259
-73.4327,40.7315
-74.0026523,40.5733171
-73.1163,40.7678
-73.1163,40.7678
-76.5562995,42.5592047
-73.9424928,40.6318891
-73.8328471,40.8463742
-73.8926512,40.8418464
-74.0082436,40.7042035
-76.2786312,43.0460322
-75.9614525,42.9836968
-73.8270088,40.7005279
-73.8068039,42.9236355
-76.0257163,43.0529015
-78.8221712,42.9352471
-73.9926331,40.7560886
-73.6176,40.7049
-73.4903,42.433
-73.9909146,40.7431207
-73.7586708,41.2020669
-73.7616913,41.0335185
-76.5638501,42.9391135
-73.9695756,40.6955828
-73.827528,40.697918
-73.7114,40.7481
-78.8377933,43.0151465
-73.9921245,40.7526338
-77.6871,43.0397
-73.8795079,40.8765231
-73.803005,40.7081112
-73.9967,40.7484
-73.9925,40.7547
-74.0014,40.6794
-73.4100494,40.8040713
-78.877674,43.0236056
-73.2091572,40.7712835
-73.992602,40.742185
-76.1505732,43.0459325
-73.9497042,40.8246563
-73.8072945,40.699691
-73.951872,40.8086532
-73.9419515,40.6049575
-73.7811527,42.7853203
-73.9915577,40.7530724
-78.8783922,42.8867166
-73.7877,40.6969
-74.0060767,40.7149137
-74.105996,41.121493
-73.9887933,40.7439497
-73.752672,40.685502
-74.0668,41.9697
-73.9867972,40.7346754
-73.4718227,40.7045206
-73.93319,41.78482
-74.1237772,44.3238301
-73.9828,40.6669
-73.8117,41.0398
-73.6433062,40.6957205
-78.7177046,42.8773373
-74.2988744,41.6081385
-76.4855218,42.4640443
-77.661231,43.1494648
-73.3085503,40.7466972
-77.5662282,43.203175
-74.0101133,40.7146331
-75.1957938,43.0959408
-73.9662486,40.6907524
-75.4039155,43.2144051
-73.992602,40.742185
-73.9999155,40.7464978
-73.8785937,40.8466508
-74.0402338,41.5365715
-73.9006206,41.2985554
-73.7927713,40.9622129
-73.7454674,40.6901797
-77.6258,43.1521
-73.941582,40.6793778
-73.9467973,40.6905816
-77.597807,43.141721
-73.9766427,40.7503856
-73.9821089,40.6898368
-73.7941708,40.7006076
-73.9845998,40.6945735
-75.9189907,43.0127373
-73.9211,40.6784
-73.9650647,40.6972199
-73.9606658,40.6460578
-73.8960719,40.6328415
-72.3424209,41.125618
-78.8690529,42.9469952
-76.31481,42.900867
-73.52842,40.766452
-74.2167613,40.5495942
-73.8961,40.7036
-77.5149135,43.206276
-77.5141,43.0695
-73.1717,40.7566933
-78.8737893,42.8899056
-73.8627036,40.7639061
-73.6971006,40.6587996
-74.0051668,40.6320008
-76.1428965,43.0013699
-73.7972639,41.0429424
-74.0088443,40.7132343
-77.9415759,43.2198567
-73.8195,40.728
-76.1600456,43.0575905
-73.9768817,40.656498
-74.192371,42.7800023
-73.881714,40.732107
-73.9295,40.7608
-73.9552405,41.4199531
-73.9966392,40.6644758
-73.92097,41.70037
-77.6026158,42.318896
-73.5830161,40.6613979
-73.5963123,40.6979416
-73.9903488,40.7555761
-72.9783735,40.8767677
-75.9116083,42.0841087
-73.81078,40.665627
-73.9456617,40.7754059
-73.9912239,40.6924431
-74.0027018,40.7320382
-73.9821954,40.7819717
-73.9806319,40.7469655
-77.615214,43.157285
-73.9026376,40.8137184
-73.992602,40.742185
-73.7049,40.6976
-76.8080423,42.0873136
-73.9516249,40.6617337
-73.992602,40.742185
-74.2388625,41.6829481
-73.7748365,41.157943
-74.0114193,41.4951904
-73.945586,40.6342552
-73.6725977,40.6993704
-73.353372,40.6821775
-73.9192065,40.8135375
-78.897053,42.9061072
-73.804024,40.6992201
-74.2922923,42.9536237
-73.902152,40.8471703
-73.9695995,40.7614483
-76.2095177,43.1038331
-77.5637,43.174
-73.9545365,40.7248622
-73.992874,40.7526793
-73.2373645,40.865042
-73.9506473,40.8275783
-73.6686982,44.7278943
-73.9817678,40.7204507
-73.8396553,42.7147107
-73.6366787,43.3136804
-74.0114865,40.6736338
-73.7374,40.6947
-73.7353,40.6621
-73.860148,40.7365932
-73.6789687,42.74089
-73.8610203,40.6929822
-78.6742452,43.0001573
-77.3948511,42.9853796
-73.9447,40.7918
-73.883813,40.971417
-73.9926257,40.7450769
-73.1196268,40.7933328
